S, 0.92608, 16.32985, 31.73365, 47.1374, 62.541, 77.945, 93.3485, 108.7525, 124.1565, 139.56, 154.964, 170.3675, 185.7715, 201.175, 216.579, 231.9825, 247.3865, 262.79, 278.194, 293.598, 309.0015, 324.4055, 339.809, 355.213, 370.6165, 386.0205, 401.424, 416.828, 432.2315, 447.6355
I, 0.75, 0.756667, 0.763333, 0.77, 0.776667, 0.783333, 0.79, 0.796667, 0.803333, 0.81, 0.816667, 0.823333, 0.83, 0.836667, 0.843333, 0.85, 0.856667, 0.863333, 0.87, 0.876667, 0.883333, 0.89, 0.896667, 0.903333, 0.91, 0.916667, 0.923333, 0.93, 0.936667, 0.943333
Sf, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579, 216.579
R, 12, 12.2667, 12.5333, 12.8, 13.0667, 13.3333, 13.6, 13.8667, 14.1333, 14.4, 14.6667, 14.9333, 15.2, 15.4667, 15.7333, 16, 16.2667, 16.5333, 16.8, 17.0667, 17.3333, 17.6, 17.8667, 18.1333, 18.4, 18.6667, 18.9333, 19.2, 19.4667, 19.7333
Rfree, 1.9145736293963838, 1.916819848603014, 1.9189481219814595, 1.92096880250306, 1.9228889893228227, 1.9247151899798998, 1.9264552897494334, 1.9281145184756547, 1.929697705912404, 1.9312109821605912, 1.9326582660803637, 1.9340432010837825, 1.9353706396966732, 1.9366435620474631, 1.9378647558049327, 1.93903812432452, 1.9401659631303116, 1.9412504316512118, 1.9422947150650987, 1.9433006014519933, 1.9442697817491466, 1.9452048887586892, 1.946107328951007, 1.9469784389845906, 1.9478204204841547, 1.9486343892000288, 1.9494214105029348, 1.950183344906495, 1.9509210840896913, 1.9516354833282392
Rf, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53, 16.53
IFree, 2.0489226431509886, 2.041541602975136, 2.0341065852295874, 2.0266160700370333, 2.0190718748636556, 2.0114758446946914, 2.0038263972826647, 1.9961253604497815, 1.988374588387311, 1.9805724386718149, 1.9727207488439364, 1.9648213816817273, 1.9568726367235922, 1.9488763605911057, 1.9408344240300717, 1.932745070624976, 1.9246101554424033, 1.9164315565785324, 1.9082074636970314, 1.8999397396763715, 1.8916302693485192, 1.883277190440391, 1.8748823730129627, 1.8664477080230808, 1.858469826528706, 1.8506115909003924, 1.8427526231186824, 1.8348903888444181, 1.8270258984291678, 1.8191601713565921
If, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843, 0.843
SFree, 1.9047559298008172, 1.9237716389228257, 1.9282301575936893, 1.9308956047054227, 1.9328049027859846, 1.93429431313334, 1.935515913170785, 1.9365517462287856, 1.9374510246390706, 1.9382456530760186, 1.9389575679303908, 1.9396023806094056, 1.940191724397677, 1.9407343825699535, 1.9412372606828674, 1.9417057811469118, 1.9421443785548176, 1.9425566312700437, 1.9429455574453072, 1.9433136517835865, 1.9436630274688347, 1.9439955218451337, 1.9443126757890954, 1.94461586495767, 1.9449062524158602, 1.9451848955773392, 1.9454526931883083, 1.9457104761299338, 1.945958952740416, 1.9461987882298324
